1,2810,2810,c23c22,130,3233,30
2,1678,1678,c22c32,130,2232,30
3,397,397,c43c42,130,3233,30
4,1618,1618,c1c22,130,3233,30
5,1663,1663,c42c5,130,1112,30
6,3463,3463,c43c42,130,1323,30
7,151,151,c41c42,130,1112,30
8,1432,1432,c32c42,130,3323,30
9,164,164,c22c32,130,2131,30
10,1845,1845,c22c32,130,2131,30
11,847,847,c22c32,130,1323,30
12,137,137,c32c42,130,1323,30
13,2372,2372,c41c42,130,2333,30
14,3156,3156,c22c32,130,3323,30
15,2658,2658,c23c22,130,1323,30
16,1580,1580,c43c42,130,3323,30
17,1152,1152,c41c42,130,3132,30
18,3107,3107,c31c32,130,3233,30
19,184,184,c32c42,130,2333,30
20,1551,1551,c22c32,130,3233,30
