1,2602,2602,2131,130,3132,30
2,711,711,1213,130,2232,30
3,2597,2597,2131,130,1213,30
4,3536,3536,2232,130,2333,30
5,123,123,3323,130,1112,30
6,1962,1962,2232,130,1112,30
7,2955,2955,2131,130,2333,30
8,721,721,1112,130,1213,30
9,838,838,1323,130,3132,30
10,2485,2485,3323,130,2232,30
11,3375,3375,3323,130,1112,30
12,2192,2192,1213,130,2131,30
13,346,346,2131,130,3132,30
14,1226,1226,3233,130,2131,30
15,1247,1247,2131,130,2333,30
16,2708,2708,2333,130,1112,30
17,3568,3568,3323,130,2333,30
18,1794,1794,3132,130,1112,30
19,2060,2060,2333,130,3323,30
20,1820,1820,3323,130,1112,30
