1,189,189,2333,130,3132,30
2,2350,2350,1213,130,3233,30
3,607,607,3132,130,3323,30
4,3389,3389,2232,130,3323,30
5,399,399,3132,130,2333,30
6,2184,2184,2131,130,1323,30
7,1985,1985,3132,130,2232,30
8,149,149,3132,130,1323,30
9,584,584,3233,130,2333,30
10,1019,1019,1112,130,1213,30
11,2937,2937,1323,130,3323,30
12,551,551,3323,130,1323,30
13,2517,2517,1213,130,3323,30
14,717,717,3132,130,1213,30
15,3020,3020,3132,130,1112,30
16,1082,1082,1323,130,2131,30
17,1383,1383,1323,130,2232,30
18,2816,2816,1323,130,2232,30
19,1076,1076,2131,130,2232,30
20,3627,3627,2232,130,3323,30
21,2420,2420,1112,130,2131,30
22,161,161,3323,130,2232,30
23,1761,1761,1323,130,2232,30
24,284,284,2333,130,1213,30
25,1721,1721,1213,130,2333,30
26,2441,2441,3323,130,3132,30
27,225,225,3132,130,3233,30
28,1529,1529,2232,130,3132,30
29,199,199,1112,130,2232,30
30,534,534,1213,130,3132,30
31,116,116,1213,130,2131,30
32,1714,1714,2232,130,1112,30
33,3074,3074,1112,130,2131,30
34,1843,1843,1112,130,3323,30
35,2780,2780,2232,130,3233,30
36,839,839,2232,130,1213,30
37,855,855,1213,130,1112,30
38,727,727,2333,130,2131,30
39,3109,3109,3132,130,1213,30
40,613,613,1112,130,3233,30
