1,2595,2595,1323,130,2232,30
2,2151,2151,3132,130,1323,30
3,2005,2005,1213,130,3323,30
4,251,251,1213,130,1323,30
5,1131,1131,2131,130,1213,30
6,1881,1881,3323,130,2333,30
7,3626,3626,2232,130,3132,30
8,948,948,2333,130,1112,30
9,600,600,3132,130,2333,30
10,1912,1912,1323,130,2333,30
11,2675,2675,1112,130,3132,30
12,795,795,3323,130,2232,30
13,850,850,3132,130,3233,30
14,1067,1067,3233,130,2333,30
15,2309,2309,3132,130,2232,30
16,2615,2615,1112,130,1213,30
17,588,588,2333,130,3132,30
18,322,322,2333,130,1112,30
19,2244,2244,3132,130,3323,30
20,1279,1279,2131,130,1323,30
21,2251,2251,1213,130,2131,30
22,1550,1550,1213,130,2131,30
23,947,947,2333,130,3233,30
24,2526,2526,2232,130,1112,30
25,2505,2505,3233,130,2131,30
26,1137,1137,1213,130,2131,30
27,1964,1964,3233,130,2333,30
28,3308,3308,2333,130,1112,30
29,2880,2880,1112,130,2333,30
30,521,521,2131,130,1112,30
31,934,934,2131,130,1213,30
32,3134,3134,3132,130,1112,30
33,2748,2748,3132,130,2333,30
34,3319,3319,1323,130,3323,30
35,1597,1597,1112,130,2232,30
36,2378,2378,1213,130,3233,30
37,3521,3521,1323,130,1112,30
38,1269,1269,2232,130,1323,30
39,3594,3594,3233,130,2333,30
40,2502,2502,1213,130,2131,30
41,2789,2789,3233,130,1112,30
42,842,842,1323,130,3233,30
43,290,290,1323,130,3323,30
44,3380,3380,3323,130,1112,30
45,2423,2423,3323,130,3132,30
46,3660,3660,3323,130,2131,30
47,3408,3408,3323,130,2333,30
48,2650,2650,2131,130,1323,30
49,1284,1284,2232,130,3323,30
50,1227,1227,1112,130,2131,30
51,1631,1631,3323,130,2131,30
52,2405,2405,3233,130,3132,30
53,1241,1241,3233,130,3132,30
54,3182,3182,1213,130,2131,30
55,1653,1653,2333,130,3233,30
56,1248,1248,2333,130,2232,30
57,930,930,2232,130,1112,30
58,150,150,1213,130,1112,30
59,2634,2634,2131,130,3323,30
60,1250,1250,3132,130,3233,30
