1,3111,3111,1213,130,1323,30
2,978,978,3132,130,3233,30
3,1678,1678,2232,130,3233,30
4,2900,2900,2333,130,3323,30
5,162,162,1112,130,1213,30
6,1618,1618,3233,130,3323,30
7,67,67,3132,130,3233,30
8,2658,2658,2232,130,3233,30
9,3463,3463,1323,130,2333,30
10,170,170,3323,130,2333,30
11,2009,2009,1112,130,1213,30
12,1432,1432,3323,130,2333,30
13,1580,1580,1213,130,1323,30
14,858,858,1112,130,1213,30
15,1845,1845,2131,130,3132,30
16,891,891,1323,130,2333,30
17,1715,1715,1213,130,1323,30
18,137,137,1323,130,2333,30
19,2063,2063,3233,130,3323,30
20,729,729,2333,130,3323,30
21,3156,3156,3323,130,2333,30
22,1258,1258,1213,130,1323,30
23,2621,2621,3132,130,3233,30
24,1580,1580,3323,130,2333,30
25,2473,2473,3233,130,3323,30
26,2175,2175,1323,130,2333,30
27,3107,3107,3233,130,3323,30
28,2180,2180,2232,130,3233,30
29,934,934,1112,130,1213,30
30,1551,1551,3233,130,3323,30
31,2036,2036,1213,130,1323,30
32,2488,2488,3132,130,3233,30
33,1640,1640,2131,130,3132,30
34,2863,2863,2232,130,3233,30
35,1476,1476,2232,130,3233,30
36,166,166,2232,130,3233,30
37,2592,2592,1112,130,1213,30
38,2196,2196,3323,130,2333,30
39,673,673,2131,130,3132,30
40,3596,3596,2232,130,3233,30
