1,3111,3111,1213,130,1323,30
2,978,978,3132,130,3233,30
3,1678,1678,2232,130,3233,30
4,2900,2900,2333,130,3323,30
5,162,162,1112,130,1213,30
6,1618,1618,3233,130,3323,30
7,67,67,3132,130,3233,30
8,2658,2658,2232,130,3233,30
9,3463,3463,1323,130,2333,30
10,170,170,3323,130,2333,30
11,2009,2009,1112,130,1213,30
12,1432,1432,3323,130,2333,30
13,1580,1580,1213,130,1323,30
14,858,858,1112,130,1213,30
15,1845,1845,2131,130,3132,30
16,891,891,1323,130,2333,30
17,1715,1715,1213,130,1323,30
18,137,137,1323,130,2333,30
19,2063,2063,3233,130,3323,30
20,729,729,2333,130,3323,30
21,3156,3156,3323,130,2333,30
22,1258,1258,1213,130,1323,30
23,2621,2621,3132,130,3233,30
24,1580,1580,3323,130,2333,30
25,2473,2473,3233,130,3323,30
26,2175,2175,1323,130,2333,30
27,3107,3107,3233,130,3323,30
28,2180,2180,2232,130,3233,30
29,934,934,1112,130,1213,30
30,1551,1551,3233,130,3323,30
31,2036,2036,1213,130,1323,30
32,2488,2488,3132,130,3233,30
33,1640,1640,2131,130,3132,30
34,2863,2863,2232,130,3233,30
35,1476,1476,2232,130,3233,30
36,166,166,2232,130,3233,30
37,2592,2592,1112,130,1213,30
38,2196,2196,3323,130,2333,30
39,673,673,2131,130,3132,30
40,3596,3596,2232,130,3233,30
41,2003,2003,3132,130,3233,30
42,896,896,3233,130,3323,30
43,3489,3489,2232,130,3233,30
44,1713,1713,2333,130,3323,30
45,2033,2033,1323,130,2333,30
46,80,80,3323,130,2333,30
47,3014,3014,3233,130,3323,30
48,2726,2726,3233,130,3323,30
49,1927,1927,3233,130,3323,30
50,1594,1594,2333,130,3323,30
51,3192,3192,1112,130,1213,30
52,779,779,2333,130,3323,30
53,1806,1806,2232,130,3233,30
54,1306,1306,2131,130,3132,30
55,2305,2305,2232,130,3233,30
56,1709,1709,2333,130,3323,30
57,886,886,1112,130,1213,30
58,2164,2164,1213,130,1323,30
59,2935,2935,3233,130,3323,30
60,2999,2999,3233,130,3323,30
