1,3111,3111,1213,130,1323,30
2,978,978,3132,130,3233,30
3,1678,1678,2232,130,3233,30
4,2900,2900,2333,130,3323,30
5,162,162,1112,130,1213,30
6,1618,1618,3233,130,3323,30
7,67,67,3132,130,3233,30
8,2658,2658,2232,130,3233,30
9,3463,3463,1323,130,2333,30
10,170,170,3323,130,2333,30
11,2009,2009,1112,130,1213,30
12,1432,1432,3323,130,2333,30
13,1580,1580,1213,130,1323,30
14,858,858,1112,130,1213,30
15,1845,1845,2131,130,3132,30
16,891,891,1323,130,2333,30
17,1715,1715,1213,130,1323,30
18,137,137,1323,130,2333,30
19,2063,2063,3233,130,3323,30
20,729,729,2333,130,3323,30
