1,2789,2789,3233,130,3323,30
2,992,992,2131,130,3132,30
3,1518,1518,2232,130,3233,30
4,1152,1152,3233,130,3323,30
5,2160,2160,2232,130,3233,30
6,1877,1877,3323,130,2333,30
7,2781,2781,1323,130,2333,30
8,962,962,2333,130,3323,30
9,3599,3599,3323,130,2333,30
10,3308,3308,3233,130,3323,30
11,2688,2688,1323,130,2333,30
12,2523,2523,3323,130,2333,30
13,422,422,2232,130,3233,30
14,2259,2259,2131,130,3132,30
15,3540,3540,3323,130,2333,30
16,3175,3175,2232,130,3233,30
17,2958,2958,1323,130,2333,30
18,110,110,2232,130,3233,30
19,1496,1496,3132,130,3233,30
20,2466,2466,3233,130,3323,30
21,1837,1837,1112,130,1213,30
22,938,938,3233,130,3323,30
23,3194,3194,1323,130,2333,30
24,2103,2103,1213,130,1323,30
25,3544,3544,1323,130,2333,30
26,1673,1673,3233,130,3323,30
27,1212,1212,1112,130,1213,30
28,3419,3419,2232,130,3233,30
29,2045,2045,1112,130,1213,30
30,2031,2031,3132,130,3233,30
31,2005,2005,3233,130,3323,30
32,2232,2232,3323,130,2333,30
33,1662,1662,2333,130,3323,30
34,1446,1446,2333,130,3323,30
35,1105,1105,2333,130,3323,30
36,732,732,1213,130,1323,30
37,2424,2424,2333,130,3323,30
38,383,383,2232,130,3233,30
39,3217,3217,3132,130,3233,30
40,3093,3093,3323,130,2333,30
