1,1844,1844,1213,738,3233,279
2,162,162,2232,760,2333,134
3,1663,1663,3233,736,2131,51
4,170,170,3132,901,1323,862
5,839,839,1112,896,2232,393
6,1845,1845,2131,249,1112,444
7,137,137,1323,464,1213,311
8,3634,3634,3233,628,2333,217
9,2621,2621,3233,349,1213,700
10,1152,1152,3323,797,2131,653
11,2180,2180,2333,812,3233,505
12,682,682,1112,768,1323,423
13,1640,1640,2232,657,3132,387
14,1823,1823,2232,519,3233,404
15,1477,1477,1112,935,3132,584
16,2003,2003,1213,934,2232,744
17,2140,2140,3233,512,1323,908
18,80,80,2232,543,1323,912
19,2081,2081,3233,779,3132,517
20,779,779,2131,833,1112,563
21,2305,2305,2232,361,2131,535
22,698,698,2333,75,2232,256
23,2999,2999,2333,769,3233,768
24,120,120,1323,656,3233,124
25,2309,2309,1112,274,3132,148
26,665,665,2131,193,1112,525
27,1766,1766,1323,459,3132,340
28,451,451,1112,429,2131,219
29,3002,3002,3323,238,2232,595
30,2597,2597,1112,697,1213,194
31,2932,2932,3132,248,2232,929
32,2133,2133,2232,634,1323,405
33,3545,3545,1323,102,2333,319
34,3442,3442,3233,823,1323,329
35,3224,3224,3132,277,2131,57
36,677,677,1112,916,3233,563
37,1421,1421,3233,684,3323,508
38,759,759,2131,657,1213,440
39,1231,1231,1112,316,2333,500
40,1240,1240,3233,66,3323,230
41,2488,2488,3323,355,3233,241
42,2534,2534,3233,359,3323,845
43,364,364,2232,261,3323,703
44,2221,2221,1213,241,3323,733
45,3183,3183,3233,356,2131,312
46,2044,2044,2333,849,3323,171
47,1287,1287,1112,760,3233,796
48,865,865,2333,390,3233,564
49,3391,3391,1112,852,1323,558
50,104,104,2232,759,1323,795
51,204,204,3132,153,1112,847
52,662,662,1323,429,3323,154
53,1422,1422,1323,142,3132,870
54,420,420,3323,278,1323,479
55,1124,1124,2333,59,1112,935
56,3349,3349,2333,332,2232,106
57,3588,3588,3323,243,1213,606
58,2010,2010,2232,646,3132,283
59,1672,1672,1323,302,1112,936
60,1238,1238,2333,401,3323,326
