1,1901,1901,3233,428,3132,283
2,2160,2160,2131,323,3233,479
3,2286,2286,3323,303,2232,730
4,3308,3308,1323,935,3323,780
5,1760,1760,1323,859,3132,666
6,3540,3540,1112,600,2131,872
7,2035,2035,2232,284,3233,775
8,2466,2466,1112,409,3132,793
9,1231,1231,1112,831,2232,269
10,3544,3544,3233,561,1213,264
11,1889,1889,3233,122,2232,338
12,2031,2031,3323,546,1112,686
13,2176,2176,3233,918,2232,593
14,1105,1105,2232,396,2333,568
15,383,383,1213,641,2333,479
16,3294,3294,3132,881,3233,809
17,1052,1052,3323,402,2232,685
18,2147,2147,3233,581,3323,905
19,2916,2916,2232,947,2333,876
20,3103,3103,1112,488,2333,617
21,2921,2921,1323,155,3132,248
22,2572,2572,1323,140,3233,181
23,2510,2510,1112,869,2333,531
24,1468,1468,1112,596,2333,568
25,3520,3520,2131,82,3323,69
26,1592,1592,1213,894,3233,70
27,1321,1321,1112,248,1323,632
28,3618,3618,1213,85,2232,140
29,3367,3367,1213,709,2131,805
30,2495,2495,1213,920,3132,102
31,1652,1652,3233,275,2131,587
32,1891,1891,1213,419,2232,562
33,2078,2078,1323,804,2131,276
34,1071,1071,1112,352,3132,91
35,1353,1353,1323,367,3323,309
36,1457,1457,3323,609,2333,694
37,1264,1264,2131,51,2333,223
38,2105,2105,1323,391,2333,838
39,228,228,2131,426,3132,646
40,1814,1814,2232,192,1323,525
41,1183,1183,2333,846,3132,495
42,736,736,2232,838,3233,781
43,3613,3613,3323,125,2333,703
44,2643,2643,2131,334,3132,242
45,488,488,1112,526,3233,138
46,420,420,2333,302,3233,931
47,1691,1691,3233,123,2131,297
48,1309,1309,3233,519,1213,636
49,2512,2512,3233,66,1323,86
50,211,211,2333,895,3323,869
51,2365,2365,3132,691,2333,863
52,92,92,2131,237,2232,579
53,1278,1278,1213,761,2131,697
54,1102,1102,2333,197,1112,934
55,923,923,2131,314,2232,480
56,1511,1511,1112,521,1213,113
57,1766,1766,1323,139,2131,868
58,2579,2579,3233,359,3323,481
59,3371,3371,2131,712,1323,855
60,297,297,2333,928,2131,625
