1,1844,1844,1213,738,3233,279
2,162,162,2232,760,2333,134
3,1663,1663,3233,736,2131,51
4,170,170,3132,901,1323,862
5,839,839,1112,896,2232,393
6,1845,1845,2131,249,1112,444
7,137,137,1323,464,1213,311
8,3634,3634,3233,628,2333,217
9,2621,2621,3233,349,1213,700
10,1152,1152,3323,797,2131,653
11,2180,2180,2333,812,3233,505
12,682,682,1112,768,1323,423
13,1640,1640,2232,657,3132,387
14,1823,1823,2232,519,3233,404
15,1477,1477,1112,935,3132,584
16,2003,2003,1213,934,2232,744
17,2140,2140,3233,512,1323,908
18,80,80,2232,543,1323,912
19,2081,2081,3233,779,3132,517
20,779,779,2131,833,1112,563
