1,1901,1901,3233,428,3132,283
2,2160,2160,2131,323,3233,479
3,2286,2286,3323,303,2232,730
4,3308,3308,1323,935,3323,780
5,1760,1760,1323,859,3132,666
6,3540,3540,1112,600,2131,872
7,2035,2035,2232,284,3233,775
8,2466,2466,1112,409,3132,793
9,1231,1231,1112,831,2232,269
10,3544,3544,3233,561,1213,264
11,1889,1889,3233,122,2232,338
12,2031,2031,3323,546,1112,686
13,2176,2176,3233,918,2232,593
14,1105,1105,2232,396,2333,568
15,383,383,1213,641,2333,479
16,3294,3294,3132,881,3233,809
17,1052,1052,3323,402,2232,685
18,2147,2147,3233,581,3323,905
19,2916,2916,2232,947,2333,876
20,3103,3103,1112,488,2333,617
21,2921,2921,1323,155,3132,248
22,2572,2572,1323,140,3233,181
23,2510,2510,1112,869,2333,531
24,1468,1468,1112,596,2333,568
25,3520,3520,2131,82,3323,69
26,1592,1592,1213,894,3233,70
27,1321,1321,1112,248,1323,632
28,3618,3618,1213,85,2232,140
29,3367,3367,1213,709,2131,805
30,2495,2495,1213,920,3132,102
31,1652,1652,3233,275,2131,587
32,1891,1891,1213,419,2232,562
33,2078,2078,1323,804,2131,276
34,1071,1071,1112,352,3132,91
35,1353,1353,1323,367,3323,309
36,1457,1457,3323,609,2333,694
37,1264,1264,2131,51,2333,223
38,2105,2105,1323,391,2333,838
39,228,228,2131,426,3132,646
40,1814,1814,2232,192,1323,525
