1,2710,2710,3323,126,1112,802
2,2152,2152,3132,595,1323,596
3,3642,3642,1213,404,2131,701
4,189,189,3323,450,2232,291
5,3271,3271,1112,336,2232,392
6,1230,1230,2232,262,2333,71
7,714,714,1213,949,2232,657
8,2807,2807,3323,711,3233,866
9,640,640,3233,933,2131,916
10,3390,3390,3132,527,2232,491
11,3299,3299,2232,368,3233,845
12,1812,1812,2232,879,2333,702
13,3329,3329,1213,680,1323,199
14,2603,2603,1323,328,3323,912
15,808,808,2232,579,2333,330
16,3014,3014,2232,611,3323,117
17,271,271,3132,222,3323,721
18,442,442,2333,254,1323,838
19,3230,3230,2232,270,3233,239
20,678,678,2131,78,3132,376
