1,2710,2710,3323,126,1112,802
2,2152,2152,3132,595,1323,596
3,3642,3642,1213,404,2131,701
4,189,189,3323,450,2232,291
5,3271,3271,1112,336,2232,392
6,1230,1230,2232,262,2333,71
7,714,714,1213,949,2232,657
8,2807,2807,3323,711,3233,866
9,640,640,3233,933,2131,916
10,3390,3390,3132,527,2232,491
11,3299,3299,2232,368,3233,845
12,1812,1812,2232,879,2333,702
13,3329,3329,1213,680,1323,199
14,2603,2603,1323,328,3323,912
15,808,808,2232,579,2333,330
16,3014,3014,2232,611,3323,117
17,271,271,3132,222,3323,721
18,442,442,2333,254,1323,838
19,3230,3230,2232,270,3233,239
20,678,678,2131,78,3132,376
21,2686,2686,3132,910,1112,72
22,721,721,1112,782,1323,191
23,605,605,3132,88,2131,941
24,467,467,1112,604,2131,718
25,2724,2724,2131,454,1112,740
26,1762,1762,3323,827,3132,685
27,1672,1672,1323,334,2333,141
28,1913,1913,3233,577,1213,404
29,1571,1571,1213,283,3323,596
30,180,180,1112,176,2333,101
31,3601,3601,1213,622,1112,507
32,2189,2189,3323,450,1323,275
33,1583,1583,2333,689,3233,281
34,460,460,2232,81,1112,418
35,893,893,3132,139,1323,213
36,2370,2370,1213,468,2232,329
37,1621,1621,1213,917,3323,706
38,1950,1950,2232,96,2333,426
39,1929,1929,1213,773,1112,379
40,1400,1400,3323,310,2333,936
